[-192.84427745283804, -61.37731947324263]
[-23.448149309636992, -36.54353874147201]
[-0.8934834619489536, 1.4787559774417491]
[7.770182626066538, 2.1198329975243495]
[5.434961643602051, -3.158319955355929]
[-13.167599854043456, 1.9179107879201505]
[-1.791278725215773, 0.5240672415857848]
[0.5827478562076447, -0.5700523119631056]
[-6.190008873570957, -3.8906629307326566]
[0.6077375081707093, -3.5576281912664185]
[-2.784189328573323, -7.700609909114382]
[0.9392270922675183, 0.22977668730621792]
[-1.0686450418767635, 0.1784622577473724]
[-0.9021327110317987, -1.7507773585320772]
[0.4620111876728048, -0.34323140406259933]
[-2.508845542921093, -0.393110688805248]
[0.2562022304904046, 0.12050693136178514]
[-2.0315205525606674, -0.015611868236673487]
[0.5150760168313351, 0.022003733843539153]
[0.1481182398198193, -0.43912072643761135]
[0.03365824507270343, -0.11427723200175977]
[0.4632100780847239, -0.1853306951824667]
[0.3057755923006571, -0.18240704775363126]
[-0.3596831028276486, -0.37946642725077595]
[-0.5736929287655292, 0.6027172616311944]
[-0.09061909347187602, -0.006015457695808024]
[0.4050973313217323, -0.10321906425026572]
[0.7437364343849804, 0.24694737172379622]
[0.012098549310891826, -0.06677682090176784]
[-0.25728638608074883, -0.0038554563564607847]
[0.5339330247209717, -0.01644273170716204]
[-0.025833987497080768, 0.3446318048099668]
[-0.19451843838252758, 0.27892845434376046]
[0.10221121753595099, 0.16679718620629647]
[-0.2641294098160878, -0.9100808594576351]
[-0.513539840662974, -0.34738175878797817]
[0.7343163483235178, -0.5648946226100224]
[-0.1303419721449362, -0.3644435821725853]
[-0.8308672554974863, -0.06954832653686216]
[-0.004160133271889466, -0.4443195162290392]
[-0.11543885619990535, 0.14670340380846802]
[-0.3824802467043491, 0.9108151247314464]
[0.0851615284113234, 0.2118201890151412]
[-0.19999926419155423, -0.6518776158672579]
[0.2161541720218203, -0.15113309672625608]
[0.07154573681621113, -0.08733834097453386]
[-0.11375688872922063, 0.3455654844893936]
[0.5763688341687865, 0.19240794807341244]
[0.09029019262605176, 0.03278700438262261]
[-0.4429334951787407, 0.14784360380985673]
[0.08369859681150849, -0.062399528028685314]
[-0.4783868728646137, -0.1411619624764877]
[0.2205001373034975, 0.14177423703202496]
[0.1284968262082149, -0.11959287504857485]
[-0.44558050617747513, -0.5005999301429198]
[0.06872222038080245, -0.05700076954715172]
[-0.16657247416616827, -0.06476117949351945]
[0.035231748495109017, 0.378664941729153]
[-0.06808281324165083, 0.4235425071441683]
[-0.12201349404038297, -0.1357862341758045]
[0.01960286494170546, 0.06953661084594787]
[-0.21980143256580575, -0.344201285976127]
[0.03785512009606079, -0.038307023009322094]
[-0.15255133898455564, 0.13250911631417428]
[0.052419428508002186, 0.1405821306754529]
[-0.15353427473643788, -0.25902807329311317]
[-0.25898722718143596, -0.34351112176602316]
[0.057226262085141366, 0.29731031438302713]
[0.021020729423068096, 0.09979068010084502]
[-0.0676158390147783, 0.22398533592800973]
[-0.05512559074519752, 0.3191541442658006]
[-0.056638789416109336, -0.15972051640072726]
[0.0916751669747694, 0.1399465835551037]
[-0.3416250538517376, -0.0346762322088785]
[-0.09006474414642596, -0.016396834475432165]
[0.051515772362393575, -0.1229279421506721]
[-0.11716652793883242, -0.0381932108890044]
[0.12931814314973844, -0.143369447293292]
[-0.1408998964805389, 0.09807352849723172]
[0.04860186717231274, 0.1707818527048327]
